sample_id,doc_id,sample_type,source_domain,source_type,publish_date,text,pseudo_label,label_name,label_conf,severity,split,conformal_role,need_human_review,sample_published_at,sample_publish_time_source,sample_publish_time_conf,sample_ts_hour,event_published_at,event_start_time,event_time_source,event_time_confidence
ZZM_CN_aea3579492a4_CHUNK_3_6b07a21d30,ZZM_CN_aea3579492a4,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2012-05-28,发布时间: 2012-05-28 11:22,0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-28 11:22:00,page_publish_time,0.85,2012-05-28 11:00:00,2012-05-28 11:22:00,2012-05-28 11:22:00,proxy_page_publish_time,0.55
ZZM_CN_10f992bac1d4_TITLE_330a414388,ZZM_CN_10f992bac1d4,TITLE,zzmetro.cn,zzmetro_cn_news,2012-05-25,2012-05-25 管理用户 6351 公司举行郑州市轨道交通工程“平安工地”创建活动启动仪式 轨道公司成立以来，以“创建平安郑州，建设平安地铁”为主题，紧紧围绕平安建设的各项责任目标，结合自身特点，以工程建设为中心，通过加强领导，明确责任，强化措施，落实制度，有力推动了... 轨道公司成立以来，以“创建平安郑州，建设平安地铁”为主题，紧紧围绕平安建设的各项责任目标，结合自身特点，以工程建设为中,0,normal_info,0.2,0,unassigned,unassigned,0,2012-05-25 09:00:00,publish_date_only,0.35,2012-05-25 09:00:00,2012-05-25 09:33:00,2012-05-25 09:33:00,proxy_page_publish_time,0.55
ZZM_CN_10f992bac1d4_TITLE_LEAD_981ded45b4,ZZM_CN_10f992bac1d4,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2012-05-25,"2012-05-25 管理用户 6351 公司举行郑州市轨道交通工程“平安工地”创建活动启动仪式 轨道公司成立以来，以“创建平安郑州，建设平安地铁”为主题，紧紧围绕平安建设的各项责任目标，结合自身特点，以工程建设为中心，通过加强领导，明确责任，强化措施，落实制度，有力推动了... 轨道公司成立以来，以“创建平安郑州，建设平安地铁”为主题，紧紧围绕平安建设的各项责任目标，结合自身特点，以工程建设为中
公司举行郑州市轨道交通工程“平安工地”创建活动启动仪式
阅读次数: 6352
发布时间: 2012-05-25 09:33",0,normal_info,0.2,0,unassigned,unassigned,0,2012-05-25 09:33:00,page_publish_time,0.85,2012-05-25 09:00:00,2012-05-25 09:33:00,2012-05-25 09:33:00,proxy_page_publish_time,0.55
ZZM_CN_10f992bac1d4_CHUNK_1_4d343b8b4f,ZZM_CN_10f992bac1d4,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2012-05-25,公司举行郑州市轨道交通工程“平安工地”创建活动启动仪式,0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-25 09:00:00,publish_date_only,0.35,2012-05-25 09:00:00,2012-05-25 09:33:00,2012-05-25 09:33:00,proxy_page_publish_time,0.55
ZZM_CN_10f992bac1d4_CHUNK_3_a869efa1b9,ZZM_CN_10f992bac1d4,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2012-05-25,发布时间: 2012-05-25 09:33,0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-25 09:33:00,page_publish_time,0.85,2012-05-25 09:00:00,2012-05-25 09:33:00,2012-05-25 09:33:00,proxy_page_publish_time,0.55
ZZM_CN_f318ac9b82e7_TITLE_d0dfc24e94,ZZM_CN_f318ac9b82e7,TITLE,zzmetro.cn,zzmetro_cn_news,2012-05-25,2012-05-25 管理用户 5757 黄河博物馆第一阶段平移顺利实施 5月18日，在第36个国际博物馆日，备受关注的黄河博物馆主体结构第一阶段平移工作于上午11时正式启动。按照计划，第一阶段33.2米的向东平移预计用5天时间完成，之后再进行下一阶... 5月18日，在第36个国际博物馆日，备受关注的黄河博物馆主体结构第一阶段平移工作于上午11时正式启动。按照计划，第一阶段33.2米的向东平移预,0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-25 09:00:00,publish_date_only,0.35,2012-05-25 09:00:00,2012-05-25 09:32:00,2012-05-25 09:32:00,proxy_page_publish_time,0.55
ZZM_CN_f318ac9b82e7_TITLE_LEAD_f3c52bd367,ZZM_CN_f318ac9b82e7,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2012-05-25,"2012-05-25 管理用户 5757 黄河博物馆第一阶段平移顺利实施 5月18日，在第36个国际博物馆日，备受关注的黄河博物馆主体结构第一阶段平移工作于上午11时正式启动。按照计划，第一阶段33.2米的向东平移预计用5天时间完成，之后再进行下一阶... 5月18日，在第36个国际博物馆日，备受关注的黄河博物馆主体结构第一阶段平移工作于上午11时正式启动。按照计划，第一阶段33.2米的向东平移预
黄河博物馆第一阶段平移顺利实施
阅读次数: 5758
发布时间: 2012-05-25 09:32",0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-25 09:32:00,page_publish_time,0.85,2012-05-25 09:00:00,2012-05-25 09:32:00,2012-05-25 09:32:00,proxy_page_publish_time,0.55
ZZM_CN_f318ac9b82e7_CHUNK_3_39afde7467,ZZM_CN_f318ac9b82e7,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2012-05-25,发布时间: 2012-05-25 09:32,0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-25 09:32:00,page_publish_time,0.85,2012-05-25 09:00:00,2012-05-25 09:32:00,2012-05-25 09:32:00,proxy_page_publish_time,0.55
ZZM_CN_c7f91d650938_TITLE_06f2b71ba2,ZZM_CN_c7f91d650938,TITLE,zzmetro.cn,zzmetro_cn_news,2012-05-16,2012-05-16 管理用户 6093 市政府召开全市重大项目推进工作周例会马懿听取轨道交通情况汇报并提出具体要求 5月14日下午，市政府在郑州市轨道交通有限公司召开第75次全市重大项目推进工作周例会，会议听取了轨道交通工程建设进度、专项基金、报批、筹资模式等情况汇报。市委副书记... 5月14日下午，市政府在郑州市轨道交通有限公司召开第75次全市重大项目推进工作周例会，会议听取了轨道交通工程建,0,normal_info,0.4,0,unassigned,unassigned,0,2012-05-16 09:00:00,publish_date_only,0.35,2012-05-16 09:00:00,2012-05-16 09:30:00,2012-05-16 09:30:00,proxy_page_publish_time,0.55
ZZM_CN_c7f91d650938_TITLE_LEAD_b3dff24179,ZZM_CN_c7f91d650938,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2012-05-16,"2012-05-16 管理用户 6093 市政府召开全市重大项目推进工作周例会马懿听取轨道交通情况汇报并提出具体要求 5月14日下午，市政府在郑州市轨道交通有限公司召开第75次全市重大项目推进工作周例会，会议听取了轨道交通工程建设进度、专项基金、报批、筹资模式等情况汇报。市委副书记... 5月14日下午，市政府在郑州市轨道交通有限公司召开第75次全市重大项目推进工作周例会，会议听取了轨道交通工程建
市政府召开全市重大项目推进工作周例会马懿听取轨道交通情况汇报并提出具体要求
阅读次数: 6094
发布时间: 2012-05-16 09:30",0,normal_info,0.4,0,unassigned,unassigned,0,2012-05-16 09:30:00,page_publish_time,0.85,2012-05-16 09:00:00,2012-05-16 09:30:00,2012-05-16 09:30:00,proxy_page_publish_time,0.55
ZZM_CN_c7f91d650938_CHUNK_1_8ff6979a18,ZZM_CN_c7f91d650938,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2012-05-16,市政府召开全市重大项目推进工作周例会马懿听取轨道交通情况汇报并提出具体要求,0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-16 09:00:00,publish_date_only,0.35,2012-05-16 09:00:00,2012-05-16 09:30:00,2012-05-16 09:30:00,proxy_page_publish_time,0.55
ZZM_CN_c7f91d650938_CHUNK_3_5e56cba905,ZZM_CN_c7f91d650938,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2012-05-16,发布时间: 2012-05-16 09:30,0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-16 09:30:00,page_publish_time,0.85,2012-05-16 09:00:00,2012-05-16 09:30:00,2012-05-16 09:30:00,proxy_page_publish_time,0.55
ZZM_CN_2d1ca062fc54_TITLE_70f562252b,ZZM_CN_2d1ca062fc54,TITLE,zzmetro.cn,zzmetro_cn_news,2012-05-11,2012-05-11 管理用户 8508 省消防总队副队长王建刚一行检查轨道交通消防安全工作 5月10日上午，河南省消防总队副队长王建刚、郑州市消防支队队长邢明典一行，到郑州市轨道交通1号线一期工程紫荆山站检查指导工程消防安全工作，就地铁消防安全管理等问题与郑... 5月10日上午，河南省消防总队副队长王建刚、郑州市消防支队队长邢明典一行，到郑州市轨道交通1号线一期工程紫荆山站检查指导工程消防安全,0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-11 09:00:00,publish_date_only,0.35,2012-05-11 09:00:00,2012-05-11 16:39:00,2012-05-11 16:39:00,proxy_page_publish_time,0.55
ZZM_CN_2d1ca062fc54_TITLE_LEAD_5085831099,ZZM_CN_2d1ca062fc54,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2012-05-11,"2012-05-11 管理用户 8508 省消防总队副队长王建刚一行检查轨道交通消防安全工作 5月10日上午，河南省消防总队副队长王建刚、郑州市消防支队队长邢明典一行，到郑州市轨道交通1号线一期工程紫荆山站检查指导工程消防安全工作，就地铁消防安全管理等问题与郑... 5月10日上午，河南省消防总队副队长王建刚、郑州市消防支队队长邢明典一行，到郑州市轨道交通1号线一期工程紫荆山站检查指导工程消防安全
省消防总队副队长王建刚一行检查轨道交通消防安全工作
阅读次数: 8509
发布时间: 2012-05-11 16:39",0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-11 16:39:00,page_publish_time,0.85,2012-05-11 16:00:00,2012-05-11 16:39:00,2012-05-11 16:39:00,proxy_page_publish_time,0.55
ZZM_CN_2d1ca062fc54_CHUNK_1_d4453168f1,ZZM_CN_2d1ca062fc54,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2012-05-11,省消防总队副队长王建刚一行检查轨道交通消防安全工作,0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-11 09:00:00,publish_date_only,0.35,2012-05-11 09:00:00,2012-05-11 16:39:00,2012-05-11 16:39:00,proxy_page_publish_time,0.55
ZZM_CN_2d1ca062fc54_CHUNK_3_2b6d931054,ZZM_CN_2d1ca062fc54,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2012-05-11,发布时间: 2012-05-11 16:39,0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-11 16:39:00,page_publish_time,0.85,2012-05-11 16:00:00,2012-05-11 16:39:00,2012-05-11 16:39:00,proxy_page_publish_time,0.55
ZZM_CN_954dd41a2eff_TITLE_e30624258f,ZZM_CN_954dd41a2eff,TITLE,zzmetro.cn,zzmetro_cn_news,2012-05-11,2012-05-11 管理用户 5807 加强双防双控体系建设助推轨道交通科学健康发展 郭拥军书记在全市加强廉政风险防控规范权力运行工作推进会上作经验交流 5月11日，全市加强廉政风险防控规范权力运行工作推进会在荥阳召开。会议的主旨是学习贯彻全省加强廉政风险防控规范权力运行工作推进会精神，安排部署我市风险防控工作。市... 5月11日，全市加强廉政风险防控规范权力运行工作推进会在荥阳召开。会议的主,0,normal_info,0.6,0,unassigned,unassigned,0,2012-05-11 09:00:00,publish_date_only,0.35,2012-05-11 09:00:00,2012-05-11 12:08:00,2012-05-11 12:08:00,proxy_page_publish_time,0.55
ZZM_CN_954dd41a2eff_TITLE_LEAD_9253aad0f9,ZZM_CN_954dd41a2eff,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2012-05-11,"2012-05-11 管理用户 5807 加强双防双控体系建设助推轨道交通科学健康发展 郭拥军书记在全市加强廉政风险防控规范权力运行工作推进会上作经验交流 5月11日，全市加强廉政风险防控规范权力运行工作推进会在荥阳召开。会议的主旨是学习贯彻全省加强廉政风险防控规范权力运行工作推进会精神，安排部署我市风险防控工作。市... 5月11日，全市加强廉政风险防控规范权力运行工作推进会在荥阳召开。会议的主
加强双防双控体系建设助推轨道交通科学健康发展 郭拥军书记在全市加强廉政风险防控规范权力运行工作推进会上作经验交流
阅读次数: 5808
发布时间: 2012-05-11 12:08",0,normal_info,0.6,0,unassigned,unassigned,0,2012-05-11 12:08:00,page_publish_time,0.85,2012-05-11 12:00:00,2012-05-11 12:08:00,2012-05-11 12:08:00,proxy_page_publish_time,0.55
ZZM_CN_954dd41a2eff_CHUNK_1_8b6b3ac209,ZZM_CN_954dd41a2eff,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2012-05-11,加强双防双控体系建设助推轨道交通科学健康发展 郭拥军书记在全市加强廉政风险防控规范权力运行工作推进会上作经验交流,0,normal_info,0.2,0,unassigned,unassigned,0,2012-05-11 09:00:00,publish_date_only,0.35,2012-05-11 09:00:00,2012-05-11 12:08:00,2012-05-11 12:08:00,proxy_page_publish_time,0.55
ZZM_CN_954dd41a2eff_CHUNK_3_864470cbc5,ZZM_CN_954dd41a2eff,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2012-05-11,发布时间: 2012-05-11 12:08,0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-11 12:08:00,page_publish_time,0.85,2012-05-11 12:00:00,2012-05-11 12:08:00,2012-05-11 12:08:00,proxy_page_publish_time,0.55
ZZM_CN_e8f6667a6e15_TITLE_8bed0898fd,ZZM_CN_e8f6667a6e15,TITLE,zzmetro.cn,zzmetro_cn_news,2012-05-11,2012-05-11 管理用户 6011 省预防腐败局及省、市纪委有关领导来公司指导工作 5月9日上午，河南省预防腐败局副局长刘林在郑州市纪委常务副书记、市监察局局长姚芸来，市纪委常委、市纪委电教中心主任刘进国及省纪委有关处室领导的陪同下，到郑州市轨道交... 5月9日上午，河南省预防腐败局副局长刘林在郑州市纪委常务副书记、市监察局局长姚芸来，市纪委常委、市纪委电教中心主任刘进国及省纪委有关处室领,0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-11 09:00:00,publish_date_only,0.35,2012-05-11 09:00:00,2012-05-11 10:02:00,2012-05-11 10:02:00,proxy_page_publish_time,0.55
ZZM_CN_e8f6667a6e15_TITLE_LEAD_d7a144dac6,ZZM_CN_e8f6667a6e15,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2012-05-11,"2012-05-11 管理用户 6011 省预防腐败局及省、市纪委有关领导来公司指导工作 5月9日上午，河南省预防腐败局副局长刘林在郑州市纪委常务副书记、市监察局局长姚芸来，市纪委常委、市纪委电教中心主任刘进国及省纪委有关处室领导的陪同下，到郑州市轨道交... 5月9日上午，河南省预防腐败局副局长刘林在郑州市纪委常务副书记、市监察局局长姚芸来，市纪委常委、市纪委电教中心主任刘进国及省纪委有关处室领
省预防腐败局及省、市纪委有关领导来公司指导工作
阅读次数: 6012
发布时间: 2012-05-11 10:02",0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-11 10:02:00,page_publish_time,0.85,2012-05-11 10:00:00,2012-05-11 10:02:00,2012-05-11 10:02:00,proxy_page_publish_time,0.55
ZZM_CN_e8f6667a6e15_CHUNK_1_c0aab0f73b,ZZM_CN_e8f6667a6e15,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2012-05-11,省预防腐败局及省、市纪委有关领导来公司指导工作,0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-11 09:00:00,publish_date_only,0.35,2012-05-11 09:00:00,2012-05-11 10:02:00,2012-05-11 10:02:00,proxy_page_publish_time,0.55
ZZM_CN_e8f6667a6e15_CHUNK_3_cc03fee7e2,ZZM_CN_e8f6667a6e15,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2012-05-11,发布时间: 2012-05-11 10:02,0,normal_info,0.0,0,unassigned,unassigned,1,2012-05-11 10:02:00,page_publish_time,0.85,2012-05-11 10:00:00,2012-05-11 10:02:00,2012-05-11 10:02:00,proxy_page_publish_time,0.55
ZZM_CN_fed93c044d1d_TITLE_cbb1692f36,ZZM_CN_fed93c044d1d,TITLE,zzmetro.cn,zzmetro_cn_news,2012-04-24,2012-04-24 管理用户 6093 公司承办轨道交通1号线一期工程装修概念设计方案审查会 地铁车站是城市的窗口，车站装修是窗口的直接展现，车站的装修设计工作是车站建筑设计过程的延续、深化和再创造，也是提升地铁文化品位的一项重要举措。为了又快又好推进轨道... 地铁车站是城市的窗口，车站装修是窗口的直接展现，车站的装修设计工作是车站建筑设计过程的延续、深化和再创造，也是提升地铁文化品位的一项重,0,normal_info,0.0,0,unassigned,unassigned,1,2012-04-24 09:00:00,publish_date_only,0.35,2012-04-24 09:00:00,2012-04-24 15:21:00,2012-04-24 15:21:00,proxy_page_publish_time,0.55
ZZM_CN_fed93c044d1d_TITLE_LEAD_c739de9088,ZZM_CN_fed93c044d1d,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2012-04-24,"2012-04-24 管理用户 6093 公司承办轨道交通1号线一期工程装修概念设计方案审查会 地铁车站是城市的窗口，车站装修是窗口的直接展现，车站的装修设计工作是车站建筑设计过程的延续、深化和再创造，也是提升地铁文化品位的一项重要举措。为了又快又好推进轨道... 地铁车站是城市的窗口，车站装修是窗口的直接展现，车站的装修设计工作是车站建筑设计过程的延续、深化和再创造，也是提升地铁文化品位的一项重
公司承办轨道交通1号线一期工程装修概念设计方案审查会
阅读次数: 6094
发布时间: 2012-04-24 15:21",0,normal_info,0.0,0,unassigned,unassigned,1,2012-04-24 15:21:00,page_publish_time,0.85,2012-04-24 15:00:00,2012-04-24 15:21:00,2012-04-24 15:21:00,proxy_page_publish_time,0.55
ZZM_CN_fed93c044d1d_CHUNK_1_190c4e7395,ZZM_CN_fed93c044d1d,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2012-04-24,公司承办轨道交通1号线一期工程装修概念设计方案审查会,0,normal_info,0.0,0,unassigned,unassigned,1,2012-04-24 09:00:00,publish_date_only,0.35,2012-04-24 09:00:00,2012-04-24 15:21:00,2012-04-24 15:21:00,proxy_page_publish_time,0.55
ZZM_CN_fed93c044d1d_CHUNK_3_6c9e5bda73,ZZM_CN_fed93c044d1d,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2012-04-24,发布时间: 2012-04-24 15:21,0,normal_info,0.0,0,unassigned,unassigned,1,2012-04-24 15:21:00,page_publish_time,0.85,2012-04-24 15:00:00,2012-04-24 15:21:00,2012-04-24 15:21:00,proxy_page_publish_time,0.55
ZZM_CN_88b95849a3f5_TITLE_1f1713cfd4,ZZM_CN_88b95849a3f5,TITLE,zzmetro.cn,zzmetro_cn_news,2012-04-23,2012-04-23 管理用户 6037 公司组织召开发展战略规划专家评审会 4月18日上午，郑州市轨道交通有限公司在中都饭店组织召开公司发展战略规划专家评审会。会议邀请市国资委企业规划处处长卢伟以及来自深圳、广州和郑州等地的轨道交通和企... 4月18日上午，郑州市轨道交通有限公司在中都饭店组织召开公司发展战略规划专家评审会。会议邀请市国资委企业规划处处长卢伟以及来自深圳、广州和郑州等地的轨道交,0,normal_info,0.4,0,unassigned,unassigned,0,2012-04-23 09:00:00,publish_date_only,0.35,2012-04-23 09:00:00,2012-04-23 09:10:00,2012-04-23 09:10:00,proxy_page_publish_time,0.55
ZZM_CN_88b95849a3f5_TITLE_LEAD_81b9348e95,ZZM_CN_88b95849a3f5,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2012-04-23,"2012-04-23 管理用户 6037 公司组织召开发展战略规划专家评审会 4月18日上午，郑州市轨道交通有限公司在中都饭店组织召开公司发展战略规划专家评审会。会议邀请市国资委企业规划处处长卢伟以及来自深圳、广州和郑州等地的轨道交通和企... 4月18日上午，郑州市轨道交通有限公司在中都饭店组织召开公司发展战略规划专家评审会。会议邀请市国资委企业规划处处长卢伟以及来自深圳、广州和郑州等地的轨道交
公司组织召开发展战略规划专家评审会
阅读次数: 6038
发布时间: 2012-04-23 09:10",0,normal_info,0.4,0,unassigned,unassigned,0,2012-04-23 09:10:00,page_publish_time,0.85,2012-04-23 09:00:00,2012-04-23 09:10:00,2012-04-23 09:10:00,proxy_page_publish_time,0.55
ZZM_CN_88b95849a3f5_CHUNK_3_b9c59aca78,ZZM_CN_88b95849a3f5,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2012-04-23,发布时间: 2012-04-23 09:10,0,normal_info,0.0,0,unassigned,unassigned,1,2012-04-23 09:10:00,page_publish_time,0.85,2012-04-23 09:00:00,2012-04-23 09:10:00,2012-04-23 09:10:00,proxy_page_publish_time,0.55
ZZM_CN_400e7f842664_TITLE_9a017dc2f9,ZZM_CN_400e7f842664,TITLE,zzmetro.cn,zzmetro_cn_news,2012-04-19,2012-04-19 管理用户 5941 公司喜获“2011年度郑州市国资系统平安建设优秀单位”荣誉称号 4月19日上午，郑州市国资委在黄河饭店隆重召开郑州市国资系统2011年度平安建设工作表彰暨2012年度责任目标签订会。市政法委副书记、综治办主任李华云，市国资委党委书记、主任余遂盈到会并作重要讲话。包括郑州市轨道交通有限公司在内的市国资系统30多家市管企业负责人参加了会议。... 4月19日上,0,normal_info,0.6,0,unassigned,unassigned,0,2012-04-19 09:00:00,publish_date_only,0.35,2012-04-19 09:00:00,2012-04-19 14:23:00,2012-04-19 14:23:00,proxy_page_publish_time,0.55
ZZM_CN_400e7f842664_TITLE_LEAD_edd10327a4,ZZM_CN_400e7f842664,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2012-04-19,"2012-04-19 管理用户 5941 公司喜获“2011年度郑州市国资系统平安建设优秀单位”荣誉称号 4月19日上午，郑州市国资委在黄河饭店隆重召开郑州市国资系统2011年度平安建设工作表彰暨2012年度责任目标签订会。市政法委副书记、综治办主任李华云，市国资委党委书记、主任余遂盈到会并作重要讲话。包括郑州市轨道交通有限公司在内的市国资系统30多家市管企业负责人参加了会议。... 4月19日上
公司喜获“2011年度郑州市国资系统平安建设优秀单位”荣誉称号
阅读次数: 5942
发布时间: 2012-04-19 14:23",0,normal_info,0.6,0,unassigned,unassigned,0,2012-04-19 14:23:00,page_publish_time,0.85,2012-04-19 14:00:00,2012-04-19 14:23:00,2012-04-19 14:23:00,proxy_page_publish_time,0.55
ZZM_CN_400e7f842664_CHUNK_1_15bc7c6d3f,ZZM_CN_400e7f842664,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2012-04-19,公司喜获“2011年度郑州市国资系统平安建设优秀单位”荣誉称号,0,normal_info,0.4,0,unassigned,unassigned,0,2012-04-19 09:00:00,publish_date_only,0.35,2012-04-19 09:00:00,2012-04-19 14:23:00,2012-04-19 14:23:00,proxy_page_publish_time,0.55
ZZM_CN_400e7f842664_CHUNK_3_da040d0d97,ZZM_CN_400e7f842664,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2012-04-19,发布时间: 2012-04-19 14:23,0,normal_info,0.0,0,unassigned,unassigned,1,2012-04-19 14:23:00,page_publish_time,0.85,2012-04-19 14:00:00,2012-04-19 14:23:00,2012-04-19 14:23:00,proxy_page_publish_time,0.55
ZZM_CN_877f280f92c9_TITLE_e745a1f961,ZZM_CN_877f280f92c9,TITLE,zzmetro.cn,zzmetro_cn_news,2012-04-19,2012-04-19 管理用户 6005 《郑州市城市轨道工程单位估价表》技术交底会议在公司召开 《郑州城市轨道交通工程单位估价表》由河南省住房与城乡建设厅于2012年1月1日发布实施，是我省工程造价管理的一项重要举措。为了保证估价表的推广和应用在我市顺利进行，... 《郑州城市轨道交通工程单位估价表》由河南省住房与城乡建设厅于2012年1月1日发布实施，是我省工程造价管理的一项重要举措。为了保证,0,normal_info,0.4,0,unassigned,unassigned,0,2012-04-19 09:00:00,publish_date_only,0.35,2012-04-19 09:00:00,2012-04-19 14:21:00,2012-04-19 14:21:00,proxy_page_publish_time,0.55
ZZM_CN_877f280f92c9_TITLE_LEAD_890b1dbf13,ZZM_CN_877f280f92c9,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2012-04-19,"2012-04-19 管理用户 6005 《郑州市城市轨道工程单位估价表》技术交底会议在公司召开 《郑州城市轨道交通工程单位估价表》由河南省住房与城乡建设厅于2012年1月1日发布实施，是我省工程造价管理的一项重要举措。为了保证估价表的推广和应用在我市顺利进行，... 《郑州城市轨道交通工程单位估价表》由河南省住房与城乡建设厅于2012年1月1日发布实施，是我省工程造价管理的一项重要举措。为了保证
《郑州市城市轨道工程单位估价表》技术交底会议在公司召开
阅读次数: 6006
发布时间: 2012-04-19 14:21",0,normal_info,0.4,0,unassigned,unassigned,0,2012-04-19 14:21:00,page_publish_time,0.85,2012-04-19 14:00:00,2012-04-19 14:21:00,2012-04-19 14:21:00,proxy_page_publish_time,0.55
ZZM_CN_877f280f92c9_CHUNK_1_f7055da2ee,ZZM_CN_877f280f92c9,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2012-04-19,《郑州市城市轨道工程单位估价表》技术交底会议在公司召开,0,normal_info,0.2,0,unassigned,unassigned,0,2012-04-19 09:00:00,publish_date_only,0.35,2012-04-19 09:00:00,2012-04-19 14:21:00,2012-04-19 14:21:00,proxy_page_publish_time,0.55
ZZM_CN_877f280f92c9_CHUNK_3_ff6888965e,ZZM_CN_877f280f92c9,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2012-04-19,发布时间: 2012-04-19 14:21,0,normal_info,0.0,0,unassigned,unassigned,1,2012-04-19 14:21:00,page_publish_time,0.85,2012-04-19 14:00:00,2012-04-19 14:21:00,2012-04-19 14:21:00,proxy_page_publish_time,0.55
ZZM_CN_96e87000c6f9_TITLE_768c3c2725,ZZM_CN_96e87000c6f9,TITLE,zzmetro.cn,zzmetro_cn_news,2012-04-18,2012-04-18 管理用户 4905 郑州地铁一号线全面铺轨 昨日，记者从郑州市轨道交通有限公司了解到，目前，郑州地铁1号线一期工程隧道基本贯通，进入全面铺轨阶段。 1号线一期工程铺轨总长度为78958米，中原路已完成铺轨2437米，预计施工... 昨日，记者从郑州市轨道交通有限公司了解到，目前，郑州地铁1号线一期工程隧道基本贯通，进入全面铺轨阶段。 1号线一期工程铺轨总长度为78958米，中,0,normal_info,0.0,0,unassigned,unassigned,1,2012-04-18 09:00:00,publish_date_only,0.35,2012-04-18 09:00:00,2012-04-18 14:30:00,2012-04-18 14:30:00,proxy_page_publish_time,0.55
ZZM_CN_96e87000c6f9_TITLE_LEAD_ab822b6521,ZZM_CN_96e87000c6f9,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2012-04-18,"2012-04-18 管理用户 4905 郑州地铁一号线全面铺轨 昨日，记者从郑州市轨道交通有限公司了解到，目前，郑州地铁1号线一期工程隧道基本贯通，进入全面铺轨阶段。 1号线一期工程铺轨总长度为78958米，中原路已完成铺轨2437米，预计施工... 昨日，记者从郑州市轨道交通有限公司了解到，目前，郑州地铁1号线一期工程隧道基本贯通，进入全面铺轨阶段。 1号线一期工程铺轨总长度为78958米，中
郑州地铁一号线全面铺轨
阅读次数: 4906
发布时间: 2012-04-18 14:30",0,normal_info,0.0,0,unassigned,unassigned,1,2012-04-18 14:30:00,page_publish_time,0.85,2012-04-18 14:00:00,2012-04-18 14:30:00,2012-04-18 14:30:00,proxy_page_publish_time,0.55
ZZM_CN_96e87000c6f9_CHUNK_3_e9ae490d56,ZZM_CN_96e87000c6f9,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2012-04-18,发布时间: 2012-04-18 14:30,0,normal_info,0.0,0,unassigned,unassigned,1,2012-04-18 14:30:00,page_publish_time,0.85,2012-04-18 14:00:00,2012-04-18 14:30:00,2012-04-18 14:30:00,proxy_page_publish_time,0.55
